dictyBase ID	CRC64	Length	Database	Domain ID	Domain Name	Start	End	Score	Status	Date	InterPro ID	InterPro Name
DDB0252563	D2D6F1C1C6F63ED2	239	TMHMM	tmhmm	transmembrane_regions	63	84		?	18-MAY-13		
DDB0252563	D2D6F1C1C6F63ED2	239	TMHMM	tmhmm	transmembrane_regions	24	45		?	18-MAY-13		
DDB0252563	D2D6F1C1C6F63ED2	239	SignalP	SignalP-NN(euk)	signal-peptide	0	37		?	18-MAY-13		
DDB0252563	D2D6F1C1C6F63ED2	239	PFAM	PF00335	Tetraspannin	14	225	  3.0E-26	T	18-MAY-13	IPR018499	Tetraspanin/Peripherin
DDB0252563	D2D6F1C1C6F63ED2	239	PANTHER	PTHR19282:SF69	SUBFAMILY NOT NAMED	0	237	  5.7E-81	T	18-MAY-13		
DDB0252563	D2D6F1C1C6F63ED2	239	PRINTS	PR00259	TMFOUR	199	226	  4.4E-12	T	18-MAY-13	IPR000301	Tetraspanin
DDB0252568	35DA7205709A9674	232	PFAM	PF00335	Tetraspannin	20	217	  4.0E-22	T	18-MAY-13	IPR018499	Tetraspanin/Peripherin
DDB0252568	35DA7205709A9674	232	SignalP	SignalP-NN(euk)	signal-peptide	0	40		?	18-MAY-13		
DDB0252568	35DA7205709A9674	232	TMHMM	tmhmm	transmembrane_regions	89	110		?	18-MAY-13		
DDB0252568	35DA7205709A9674	232	TMHMM	tmhmm	transmembrane_regions	193	216		?	18-MAY-13		
DDB0252568	35DA7205709A9674	232	TMHMM	tmhmm	transmembrane_regions	61	80		?	18-MAY-13		
DDB0252568	35DA7205709A9674	232	TMHMM	tmhmm	transmembrane_regions	20	43		?	18-MAY-13		
DDB0252575	9A775FFB04727D01	530	PANTHER	PTHR32556	UNCHARACTERIZED	0	528	  1.5E-85	T	18-MAY-13		
DDB0252575	9A775FFB04727D01	530	SignalP	SignalP-NN(euk)	signal-peptide	0	17		?	18-MAY-13		
DDB0252575	9A775FFB04727D01	530	PANTHER	PTHR32556:SF0	UNCHARACTERIZED	0	528	  1.5E-85	T	18-MAY-13		
DDB0252579	755D870AA92BA93E	571	PANTHER	PTHR10858	DEOXYRIBONUCLEASE II	0	131	  3.0E-15	T	18-MAY-13	IPR004947	Deoxyribonuclease II
DDB0252579	755D870AA92BA93E	571	PFAM	PF03265	DNase_II	404	497	  2.8E-07	T	18-MAY-13	IPR004947	Deoxyribonuclease II
DDB0252579	755D870AA92BA93E	571	SignalP	SignalP-NN(euk)	signal-peptide	0	21		?	18-MAY-13		
DDB0252579	755D870AA92BA93E	571	PFAM	PF03265	DNase_II	40	140	  7.4E-15	T	18-MAY-13	IPR004947	Deoxyribonuclease II
DDB0252579	755D870AA92BA93E	571	PANTHER	PTHR10858:SF10	DEOXYRIBONUCLEASE II-RELATED	0	131	  3.0E-15	T	18-MAY-13		
DDB0252579	755D870AA92BA93E	571	TMHMM	tmhmm	transmembrane_regions	4	25		?	18-MAY-13		
DDB0252587	53C7450ECA9A0A81	1120	PANTHER	PTHR15535	TRANSMEMBRANE PROTEIN 2-RELATED	21	1119		T	18-MAY-13		
DDB0252587	53C7450ECA9A0A81	1120	TMHMM	tmhmm	transmembrane_regions	4	25		?	18-MAY-13		
DDB0252587	53C7450ECA9A0A81	1120	SignalP	SignalP-NN(euk)	signal-peptide	0	22		?	18-MAY-13		
DDB0252587	53C7450ECA9A0A81	1120	PROFILE	PS51484	G8	275	404	  2.8E+01	T	18-MAY-13	IPR019316	G8 domain
DDB0252587	53C7450ECA9A0A81	1120	PFAM	PF10162	G8	276	404	  3.0E-32	T	18-MAY-13	IPR019316	G8 domain
DDB0252587	53C7450ECA9A0A81	1120	PANTHER	PTHR15535:SF1	GB DEF: HYPOTHETICAL PROTEIN	21	1119		T	18-MAY-13		
DDB0252588	C4E093A95AD95206	804	PANTHER	PTHR10858	DEOXYRIBONUCLEASE II	0	131	  6.4E-15	T	18-MAY-13	IPR004947	Deoxyribonuclease II
DDB0252588	C4E093A95AD95206	804	PANTHER	PTHR10858:SF10	DEOXYRIBONUCLEASE II-RELATED	0	131	  6.4E-15	T	18-MAY-13		
DDB0252588	C4E093A95AD95206	804	PFAM	PF03265	DNase_II	402	497	  1.4E-06	T	18-MAY-13	IPR004947	Deoxyribonuclease II
DDB0252588	C4E093A95AD95206	804	TMHMM	tmhmm	transmembrane_regions	4	25		?	18-MAY-13		
DDB0252588	C4E093A95AD95206	804	SignalP	SignalP-NN(euk)	signal-peptide	0	21		?	18-MAY-13		
DDB0252588	C4E093A95AD95206	804	PFAM	PF03265	DNase_II	40	140	  1.2E-14	T	18-MAY-13	IPR004947	Deoxyribonuclease II
DDB0252590	E4E77C3AEB67391A	522	GENE3D	G3DSA:3.10.20.70	G3DSA:3.10.20.70	73	183	  3.3E-08	T	18-MAY-13	IPR008147	Glutamine synthetase, beta-Grasp
DDB0252590	E4E77C3AEB67391A	522	GENE3D	G3DSA:3.30.590.10	G3DSA:3.30.590.10	183	508	  2.3E-89	T	18-MAY-13	IPR014746	Glutamine synthetase/guanido kinase, catalytic domain
DDB0252590	E4E77C3AEB67391A	522	PANTHER	PTHR20852	GLUTAMINE SYNTHETASE	90	521	   .0E+00	T	18-MAY-13		
DDB0252590	E4E77C3AEB67391A	522	PANTHER	PTHR20852:SF35	PREDICTED: SIMILAR TO LENGSIN	90	521	   .0E+00	T	18-MAY-13		
DDB0252590	E4E77C3AEB67391A	522	SSF	SSF54368	Glutamine synthetase, N-terminal domain	69	180	  4.0E-10	T	18-MAY-13	IPR008147	Glutamine synthetase, beta-Grasp
DDB0252590	E4E77C3AEB67391A	522	SSF	SSF55931	Glutamine synthetase/guanido kinase	179	520	  3.8E-95	T	18-MAY-13		
DDB0252590	E4E77C3AEB67391A	522	PFAM	PF00120	Gln-synt_C	180	434	  1.5E-61	T	18-MAY-13	IPR008146	Glutamine synthetase, catalytic domain
DDB0252599	CABBBF8B278B4D39	2661	GENE3D	G3DSA:3.30.565.10	G3DSA:3.30.565.10	23	241	  8.4E-24	T	18-MAY-13	IPR003594	Histidine kinase-like ATPase, ATP-binding domain
DDB0252599	CABBBF8B278B4D39	2661	SSF	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	1287	1575	  1.6E-23	T	18-MAY-13	IPR003594	Histidine kinase-like ATPase, ATP-binding domain
DDB0252599	CABBBF8B278B4D39	2661	GENE3D	G3DSA:3.30.565.10	G3DSA:3.30.565.10	1295	1504	  3.0E-19	T	18-MAY-13	IPR003594	Histidine kinase-like ATPase, ATP-binding domain
DDB0252599	CABBBF8B278B4D39	2661	PANTHER	PTHR15600	FAMILY NOT NAMED	0	1594	  2.0E-36	T	18-MAY-13		
DDB0252599	CABBBF8B278B4D39	2661	SSF	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	0	231	  2.1E-18	T	18-MAY-13	IPR003594	Histidine kinase-like ATPase, ATP-binding domain
DDB0252601	689A473891C44202	2674	GENE3D	G3DSA:3.30.565.10	G3DSA:3.30.565.10	23	243	  2.1E-23	T	18-MAY-13	IPR003594	Histidine kinase-like ATPase, ATP-binding domain
DDB0252601	689A473891C44202	2674	SSF	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	2	231	  1.9E-19	T	18-MAY-13	IPR003594	Histidine kinase-like ATPase, ATP-binding domain
DDB0252601	689A473891C44202	2674	SSF	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	1304	1592	  2.6E-23	T	18-MAY-13	IPR003594	Histidine kinase-like ATPase, ATP-binding domain
DDB0252601	689A473891C44202	2674	PANTHER	PTHR15600	FAMILY NOT NAMED	14	1611	  9.7E-37	T	18-MAY-13		
DDB0252601	689A473891C44202	2674	GENE3D	G3DSA:3.30.565.10	G3DSA:3.30.565.10	1312	1521	  3.3E-19	T	18-MAY-13	IPR003594	Histidine kinase-like ATPase, ATP-binding domain
DDB0252606	BE4E799B29BE7FF0	375	GENE3D	G3DSA:3.60.20.10	G3DSA:3.60.20.10	271	371	  1.2E-68	T	18-MAY-13		
DDB0252606	BE4E799B29BE7FF0	375	PFAM	PF13230	GATase_4	28	164	  9.2E-15	T	18-MAY-13	IPR026869	Putative glutamine amidotransferase type 2
DDB0252606	BE4E799B29BE7FF0	375	PROFILE	PS51278	GATASE_TYPE_2	1	374	  1.6E+01	T	18-MAY-13	IPR017932	Glutamine amidotransferase type 2 domain
DDB0252606	BE4E799B29BE7FF0	375	SSF	SSF56235	N-terminal nucleophile aminohydrolases (Ntn hydrolases)	1	158	  6.3E-23	T	18-MAY-13		
DDB0252606	BE4E799B29BE7FF0	375	SignalP	SignalP-NN(euk)	signal-peptide	0	19		?	18-MAY-13		
DDB0252608	599B359434427875	231	PANTHER	PTHR12866	AUTOPHAGOCYTOSIS PROTEIN AUT1-RELATED	46	226	  3.6E-23	T	18-MAY-13		
DDB0252608	599B359434427875	231	TMHMM	tmhmm	transmembrane_regions	204	225		?	18-MAY-13		
DDB0252608	599B359434427875	231	PFAM	PF03987	Autophagy_act_C	106	175	  1.8E-20	T	18-MAY-13	IPR007135	Autophagy-related protein 3
DDB0252613	F7EE92B74817C938	658	PRINTS	PR00320	GPROTEINBRPT	223	238	  8.8E-06	T	18-MAY-13	IPR020472	G-protein beta WD-40 repeat
DDB0252613	F7EE92B74817C938	658	PRINTS	PR00320	GPROTEINBRPT	265	280	  8.8E-06	T	18-MAY-13	IPR020472	G-protein beta WD-40 repeat
DDB0252613	F7EE92B74817C938	658	PRINTS	PR00320	GPROTEINBRPT	393	408	  8.8E-06	T	18-MAY-13	IPR020472	G-protein beta WD-40 repeat
DDB0252613	F7EE92B74817C938	658	PANTHER	PTHR22836	WD40 REPEAT PROTEIN	48	657	   .0E+00	T	18-MAY-13		
DDB0252613	F7EE92B74817C938	658	SSF	SSF50978	WD40 repeat-like	66	407	  1.2E-79	T	18-MAY-13	IPR017986	WD40-repeat-containing domain
DDB0252613	F7EE92B74817C938	658	PROFILE	PS50294	WD_REPEATS_REGION	120	416	  6.0E+01	T	18-MAY-13	IPR017986	WD40-repeat-containing domain
DDB0252613	F7EE92B74817C938	658	PROFILE	PS50082	WD_REPEATS_2	374	407	  1.2E+01	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PROFILE	PS50082	WD_REPEATS_2	330	363	  1.1E+01	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PROFILE	PS50082	WD_REPEATS_2	288	330	  1.4E+01	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PROFILE	PS50082	WD_REPEATS_2	246	288	  1.7E+01	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PROFILE	PS50082	WD_REPEATS_2	204	237	  1.0E+01	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	SMART	SM00320	WD40 repeats	155	195	  8.5E-06	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	SMART	SM00320	WD40 repeats	109	153	  6.6E-04	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PFAM	PF00400	WD40	374	407	  3.0E-08	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PFAM	PF00400	WD40	326	363	  4.7E-04	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PFAM	PF00400	WD40	284	321	  1.2E-08	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PFAM	PF00400	WD40	246	279	  2.6E-09	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PFAM	PF00400	WD40	208	237	  8.7E-06	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PFAM	PF00400	WD40	160	194	  2.3E-05	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PFAM	PF00400	WD40	125	153	  5.1E-04	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PROFILE	PS50082	WD_REPEATS_2	162	195	  1.1E+01	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PROFILE	PS50082	WD_REPEATS_2	127	153	  9.5E+00	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	PROSITE	PS00678	WD_REPEATS_1	265	280		T	18-MAY-13	IPR019775	WD40 repeat, conserved site
DDB0252613	F7EE92B74817C938	658	PROSITE	PS00678	WD_REPEATS_1	223	238		T	18-MAY-13	IPR019775	WD40 repeat, conserved site
DDB0252613	F7EE92B74817C938	658	SMART	SM00320	WD40 repeats	366	407	  4.2E-08	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	SMART	SM00320	WD40 repeats	323	364	  2.1E-05	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	SMART	SM00320	WD40 repeats	281	321	  3.2E-08	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	SMART	SM00320	WD40 repeats	239	279	  1.0E-07	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	SMART	SM00320	WD40 repeats	196	237	  8.4E-07	T	18-MAY-13	IPR001680	WD40 repeat
DDB0252613	F7EE92B74817C938	658	GENE3D	G3DSA:2.130.10.10	G3DSA:2.130.10.10	126	411	  7.8E-88	T	18-MAY-13	IPR015943	WD40/YVTN repeat-like-containing domain
DDB0252616	7BEF53A6A4482F44	576	GENE3D	G3DSA:3.30.40.10	G3DSA:3.30.40.10	19	72	  9.7E-09	T	18-MAY-13	IPR013083	Zinc finger, RING/FYVE/PHD-type
DDB0252616	7BEF53A6A4482F44	576	PFAM	PF02176	zf-TRAF	188	247	  8.0E-17	T	18-MAY-13		
DDB0252616	7BEF53A6A4482F44	576	PFAM	PF13923	zf-C3HC4_2	23	67	  1.2E-08	T	18-MAY-13		
DDB0252616	7BEF53A6A4482F44	576	PANTHER	PTHR10131:SF52	TRAF-TYPE ZINC FINGER FAMILY PROTEIN	0	416	  2.4E-82	T	18-MAY-13		
DDB0252616	7BEF53A6A4482F44	576	PANTHER	PTHR10131	TNF RECEPTOR ASSOCIATED FACTOR	0	416	  2.4E-82	T	18-MAY-13		
DDB0252616	7BEF53A6A4482F44	576	PROFILE	PS50145	ZF_TRAF	188	245	  1.5E+01	T	18-MAY-13	IPR001293	Zinc finger, TRAF-type
DDB0252616	7BEF53A6A4482F44	576	SSF	SSF49599	TRAF domain-like	416	575	  9.2E-14	T	18-MAY-13	IPR008974	TRAF-like
DDB0252616	7BEF53A6A4482F44	576	SSF	SSF57850	RING/U-box	21	82	  4.4E-08	T	18-MAY-13		
DDB0252616	7BEF53A6A4482F44	576	SSF	SSF49599	TRAF domain-like	183	222	  3.3E-03	T	18-MAY-13	IPR008974	TRAF-like
DDB0252616	7BEF53A6A4482F44	576	SSF	SSF49599	TRAF domain-like	222	249	  3.2E-04	T	18-MAY-13	IPR008974	TRAF-like
DDB0252616	7BEF53A6A4482F44	576	SSF	SSF49599	TRAF domain-like	87	176	  3.0E-12	T	18-MAY-13	IPR008974	TRAF-like
DDB0252616	7BEF53A6A4482F44	576	PROFILE	PS50145	ZF_TRAF	133	179	  8.8E+00	T	18-MAY-13	IPR001293	Zinc finger, TRAF-type
DDB0252617	D4A7B5934C38528D	512	GENE3D	G3DSA:2.60.210.10	G3DSA:2.60.210.10	376	501	  1.8E-09	T	18-MAY-13	IPR013322	TRAF-type
DDB0252617	D4A7B5934C38528D	512	GENE3D	G3DSA:3.30.40.10	G3DSA:3.30.40.10	19	73	  1.3E-07	T	18-MAY-13	IPR013083	Zinc finger, RING/FYVE/PHD-type
DDB0252617	D4A7B5934C38528D	512	PANTHER	PTHR10131	TNF RECEPTOR ASSOCIATED FACTOR	0	444	  2.3E-91	T	18-MAY-13		
DDB0252617	D4A7B5934C38528D	512	SSF	SSF57850	RING/U-box	21	82	  2.2E-07	T	18-MAY-13		
DDB0252617	D4A7B5934C38528D	512	SSF	SSF49599	TRAF domain-like	270	297	  9.6E-05	T	18-MAY-13	IPR008974	TRAF-like
DDB0252617	D4A7B5934C38528D	512	SSF	SSF49599	TRAF domain-like	87	224	  8.9E-11	T	18-MAY-13	IPR008974	TRAF-like
DDB0252617	D4A7B5934C38528D	512	SSF	SSF49599	TRAF domain-like	370	504	  2.7E-22	T	18-MAY-13	IPR008974	TRAF-like
DDB0252617	D4A7B5934C38528D	512	PROFILE	PS50145	ZF_TRAF	236	293	  1.4E+01	T	18-MAY-13	IPR001293	Zinc finger, TRAF-type
DDB0252617	D4A7B5934C38528D	512	PROFILE	PS50144	MATH	373	499	  1.8E+01	T	18-MAY-13	IPR002083	MATH
DDB0252617	D4A7B5934C38528D	512	SMART	SM00061	meprin and TRAF homology	378	480	  3.0E-10	T	18-MAY-13	IPR002083	MATH
DDB0252617	D4A7B5934C38528D	512	PFAM	PF13923	zf-C3HC4_2	23	67	  1.8E-07	T	18-MAY-13		
DDB0252617	D4A7B5934C38528D	512	PFAM	PF02176	zf-TRAF	236	295	  3.3E-17	T	18-MAY-13		
DDB0252617	D4A7B5934C38528D	512	PANTHER	PTHR10131:SF52	TRAF-TYPE ZINC FINGER FAMILY PROTEIN	0	444	  2.3E-91	T	18-MAY-13		
DDB0252617	D4A7B5934C38528D	512	GENE3D	G3DSA:3.90.890.10	G3DSA:3.90.890.10	166	203	  2.8E-04	T	18-MAY-13	IPR013323	SIAH-type domain
DDB0252620	D5DD6F3E1361DE47	136	PFAM	PF01453	B_lectin	19	98	  2.1E-08	T	18-MAY-13	IPR001480	Bulb-type lectin domain
DDB0252620	D5DD6F3E1361DE47	136	SMART	SM00108	Bulb-type mannose-specific lectin	11	130	  6.6E-04	T	18-MAY-13	IPR001480	Bulb-type lectin domain
DDB0252620	D5DD6F3E1361DE47	136	PFAM	PF01453	B_lectin	63	128	  5.0E-09	T	18-MAY-13	IPR001480	Bulb-type lectin domain
DDB0252620	D5DD6F3E1361DE47	136	GENE3D	G3DSA:2.90.10.10	G3DSA:2.90.10.10	19	126	  1.7E-21	T	18-MAY-13	IPR001480	Bulb-type lectin domain
DDB0252620	D5DD6F3E1361DE47	136	PROFILE	PS50927	BULB_LECTIN	5	128	  9.5E+00	T	18-MAY-13	IPR001480	Bulb-type lectin domain
DDB0252620	D5DD6F3E1361DE47	136	SSF	SSF51110	alpha-D-mannose-specific plant lectins	23	126	  2.1E-17	T	18-MAY-13	IPR001480	Bulb-type lectin domain
DDB0252621	59DCEBA80A69017D	162	GENE3D	G3DSA:2.60.40.790	G3DSA:2.60.40.790	35	158	  2.7E-14	T	18-MAY-13		
DDB0252621	59DCEBA80A69017D	162	PROFILE	PS01031	HSP20	49	155	  1.4E+01	T	18-MAY-13	IPR002068	Alpha crystallin/Hsp20 domain
DDB0252621	59DCEBA80A69017D	162	SSF	SSF49764	HSP20-like chaperones	44	159	  1.9E-11	T	18-MAY-13	IPR008978	HSP20-like chaperone
DDB0252621	59DCEBA80A69017D	162	PFAM	PF00011	HSP20	49	157	  9.8E-06	T	18-MAY-13	IPR002068	Alpha crystallin/Hsp20 domain
DDB0252621	59DCEBA80A69017D	162	PANTHER	PTHR11527	SMALL HEAT-SHOCK PROTEIN (HSP20) FAMILY	34	156	  3.8E-08	T	18-MAY-13		
DDB0252621	59DCEBA80A69017D	162	PANTHER	PTHR11527:SF42	ACD32.1 (ALPHA-CRYSTALLIN DOMAIN 31.2)	34	156	  3.8E-08	T	18-MAY-13		
DDB0252623	96EA00F7BE5DF02C	625	PANTHER	PTHR31318	FAMILY NOT NAMED	0	551	  1.6E-92	T	18-MAY-13		
DDB0252623	96EA00F7BE5DF02C	625	TMHMM	tmhmm	transmembrane_regions	4	25		?	18-MAY-13		
DDB0252623	96EA00F7BE5DF02C	625	SignalP	SignalP-NN(euk)	signal-peptide	0	21		?	18-MAY-13		
DDB0252627	1FB735182848E814	101	GENE3D	G3DSA:2.30.130.30	G3DSA:2.30.130.30	0	98	  3.5E-37	T	18-MAY-13		
DDB0252627	1FB735182848E814	101	PFAM	PF04266	ASCH	4	95	  4.4E-13	T	18-MAY-13	IPR007374	ASCH domain
DDB0252627	1FB735182848E814	101	SSF	SSF88697	PUA domain-like	0	99	  4.9E-26	T	18-MAY-13	IPR015947	PUA-like domain
DDB0252627	1FB735182848E814	101	SMART	SM01022	SM01022	3	100	  6.7E-23	T	18-MAY-13	IPR007374	ASCH domain
DDB0252630	46A05FD49FB13D50	840	GENE3D	G3DSA:3.40.50.300	G3DSA:3.40.50.300	256	425	  1.4E-09	T	18-MAY-13		
DDB0252630	46A05FD49FB13D50	840	PFAM	PF13207	AAA_17	256	372	  1.6E-06	T	18-MAY-13		
DDB0252630	46A05FD49FB13D50	840	SSF	SSF52540	P-loop containing nucleoside triphosphate hydrolases	252	461	  4.2E-18	T	18-MAY-13	IPR027417	P-loop containing nucleoside triphosphate hydrolase
DDB0252634	570AA7AC3ACC42D5	312	PANTHER	PTHR18820	UNCHARACTERIZED DUF781	24	305	  1.3E-50	T	18-MAY-13	IPR008499	Protein of unknown function DUF781
DDB0252634	570AA7AC3ACC42D5	312	TMHMM	tmhmm	transmembrane_regions	8	31		?	18-MAY-13		
DDB0252634	570AA7AC3ACC42D5	312	SignalP	SignalP-NN(euk)	signal-peptide	0	23		?	18-MAY-13		
DDB0252634	570AA7AC3ACC42D5	312	PANTHER	PTHR18820:SF0	SUBFAMILY NOT NAMED	24	305	  1.3E-50	T	18-MAY-13		
DDB0252634	570AA7AC3ACC42D5	312	PFAM	PF05612	DUF781	24	311	 1.7E-102	T	18-MAY-13	IPR008499	Protein of unknown function DUF781
DDB0252635	891F002BADD8B557	313	PANTHER	PTHR18820	UNCHARACTERIZED DUF781	24	303	  1.9E-44	T	18-MAY-13	IPR008499	Protein of unknown function DUF781
DDB0252635	891F002BADD8B557	313	PANTHER	PTHR18820:SF0	SUBFAMILY NOT NAMED	24	303	  1.9E-44	T	18-MAY-13		
DDB0252635	891F002BADD8B557	313	SignalP	SignalP-NN(euk)	signal-peptide	0	17		?	18-MAY-13		
DDB0252635	891F002BADD8B557	313	TMHMM	tmhmm	transmembrane_regions	4	23		?	18-MAY-13		
DDB0252635	891F002BADD8B557	313	PFAM	PF05612	DUF781	20	312	 1.1E-124	T	18-MAY-13	IPR008499	Protein of unknown function DUF781
DDB0252636	768EC59E9E05C229	2411	GENE3D	G3DSA:1.10.150.50	G3DSA:1.10.150.50	1728	1795	  4.3E-14	T	18-MAY-13	IPR013761	Sterile alpha motif/pointed domain
DDB0252636	768EC59E9E05C229	2411	GENE3D	G3DSA:3.30.200.20	G3DSA:3.30.200.20	2084	2181	  1.8E-27	T	18-MAY-13		
DDB0252636	768EC59E9E05C229	2411	PANTHER	PTHR23257	SERINE-THREONINE PROTEIN KINASE	1	2391	 6.8E-113	T	18-MAY-13		
DDB0252636	768EC59E9E05C229	2411	GENE3D	G3DSA:1.10.510.10	G3DSA:1.10.510.10	2181	2385	  5.7E-48	T	18-MAY-13		
DDB0252636	768EC59E9E05C229	2411	PFAM	PF00622	SPRY	885	1001	  6.2E-21	T	18-MAY-13	IPR003877	SPla/RYanodine receptor SPRY
DDB0252636	768EC59E9E05C229	2411	PFAM	PF00622	SPRY	1573	1688	  9.7E-22	T	18-MAY-13	IPR003877	SPla/RYanodine receptor SPRY
DDB0252636	768EC59E9E05C229	2411	PFAM	PF07714	Pkinase_Tyr	2114	2385	  9.9E-70	T	18-MAY-13	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
DDB0252636	768EC59E9E05C229	2411	SMART	SM00220	Serine/Threonine protein kinases, catalytic	2114	2385	  2.6E-44	T	18-MAY-13	IPR002290	Serine/threonine- / dual specificity protein kinase, catalytic  domain
DDB0252636	768EC59E9E05C229	2411	PROFILE	PS50011	PROTEIN_KINASE_DOM	2114	2387	  4.2E+01	T	18-MAY-13	IPR000719	Protein kinase, catalytic domain
DDB0252636	768EC59E9E05C229	2411	PROSITE	PS00109	PROTEIN_KINASE_TYR	2238	2251		T	18-MAY-13	IPR008266	Tyrosine-protein kinase, active site
DDB0252636	768EC59E9E05C229	2411	PROSITE	PS00107	PROTEIN_KINASE_ATP	2120	2142		T	18-MAY-13	IPR017441	Protein kinase, ATP binding site
DDB0252636	768EC59E9E05C229	2411	SMART	SM00454	Sterile alpha motif.	1730	1798	  7.1E-17	T	18-MAY-13	IPR001660	Sterile alpha motif domain
DDB0252636	768EC59E9E05C229	2411	SMART	SM00449	Domain in SPla and the RYanodine Receptor.	1572	1702	  2.2E-31	T	18-MAY-13	IPR018355	SPla/RYanodine receptor subgroup
DDB0252636	768EC59E9E05C229	2411	SMART	SM00449	Domain in SPla and the RYanodine Receptor.	1082	1208	  4.8E-33	T	18-MAY-13	IPR018355	SPla/RYanodine receptor subgroup
DDB0252636	768EC59E9E05C229	2411	SMART	SM00449	Domain in SPla and the RYanodine Receptor.	0	1003	  3.7E-10	T	18-MAY-13	IPR018355	SPla/RYanodine receptor subgroup
DDB0252636	768EC59E9E05C229	2411	SMART	SM00219	Tyrosine kinase, catalytic domain	2114	2385	  2.2E-61	T	18-MAY-13	IPR020635	Tyrosine-protein kinase, catalytic domain
DDB0252636	768EC59E9E05C229	2411	SSF	SSF49899	Concanavalin A-like lectins/glucanases	1499	1706	  3.2E-28	T	18-MAY-13	IPR008985	Concanavalin A-like lectin/glucanases superfamily
DDB0252636	768EC59E9E05C229	2411	SSF	SSF49899	Concanavalin A-like lectins/glucanases	807	1007	  4.5E-33	T	18-MAY-13	IPR008985	Concanavalin A-like lectin/glucanases superfamily
DDB0252636	768EC59E9E05C229	2411	SSF	SSF49899	Concanavalin A-like lectins/glucanases	1009	1212	  2.5E-33	T	18-MAY-13	IPR008985	Concanavalin A-like lectin/glucanases superfamily
DDB0252636	768EC59E9E05C229	2411	SSF	SSF47769	SAM/Pointed domain	1727	1806	  8.1E-18	T	18-MAY-13	IPR013761	Sterile alpha motif/pointed domain
DDB0252636	768EC59E9E05C229	2411	TMHMM	tmhmm	transmembrane_regions	6	22		?	18-MAY-13		
DDB0252636	768EC59E9E05C229	2411	PROFILE	PS50188	B302_SPRY	1480	1703	  1.2E+01	T	18-MAY-13	IPR001870	B30.2/SPRY domain
DDB0252636	768EC59E9E05C229	2411	PROFILE	PS50188	B302_SPRY	1019	1209	  1.8E+01	T	18-MAY-13	IPR001870	B30.2/SPRY domain
DDB0252636	768EC59E9E05C229	2411	PROFILE	PS50188	B302_SPRY	821	1004	  1.6E+01	T	18-MAY-13	IPR001870	B30.2/SPRY domain
DDB0252636	768EC59E9E05C229	2411	PROFILE	PS50105	SAM_DOMAIN	1733	1798	  1.8E+01	T	18-MAY-13	IPR001660	Sterile alpha motif domain
DDB0252636	768EC59E9E05C229	2411	SSF	SSF56112	Protein kinase-like (PK-like)	2086	2385	  9.3E-76	T	18-MAY-13	IPR011009	Protein kinase-like domain
DDB0252636	768EC59E9E05C229	2411	PFAM	PF07647	SAM_2	1731	1796	  4.3E-18	T	18-MAY-13	IPR011510	Sterile alpha motif, type 2
DDB0252636	768EC59E9E05C229	2411	PFAM	PF00622	SPRY	1083	1207	  1.5E-22	T	18-MAY-13	IPR003877	SPla/RYanodine receptor SPRY
DDB0252662	B2E9657BC209F562	459	PFAM	PF05725	FNIP	280	307	  7.7E-05	T	18-MAY-13	IPR008615	FNIP
